prism:url	dc:identifier	dc:title	prism:publicationName	prism:coverDate	citedby-count	affiliation	institution_1	country_1	fundus_in_title	pub_year	abstract
https://api.elsevier.com/content/abstract/scopus_id/85035235909	SCOPUS_ID:85035235909	Correlation Filters with Adaptive Memories and Fusion for Visual Tracking	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	1	Shanghai Jiao Tong University, Shanghai, China	Shanghai Jiao Tong University	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85035235909
https://api.elsevier.com/content/abstract/scopus_id/85029533068	SCOPUS_ID:85029533068	Synergistic combination of learned and hand-crafted features for prostate lesion classification in multiparametric magnetic resonance imaging	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	6	University of California, Los Angeles, Los Angeles, United States	University of California, Los Angeles	United States	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85029533068
https://api.elsevier.com/content/abstract/scopus_id/85009817254	SCOPUS_ID:85009817254	Robust visual tracking based on multi-channel compressive features	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	1	Beijing Institute of Technology, Beijing, China	Beijing Institute of Technology	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85009817254
https://api.elsevier.com/content/abstract/scopus_id/85029795091	SCOPUS_ID:85029795091	Grey matter segmentation in spinal cord mris via 3D convolutional encoder networks with shortcut connections	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	4	The University of British Columbia, Vancouver, Canada	The University of British Columbia	Canada	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85029795091
https://api.elsevier.com/content/abstract/scopus_id/85020473723	SCOPUS_ID:85020473723	A multiple kernel learning framework to investigate the relationship between ventricular fibrillation and first myocardial infarction	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	1	Simula Research Laboratory, Barum, Norway	Simula Research Laboratory	Norway	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85020473723
https://api.elsevier.com/content/abstract/scopus_id/85041402060	SCOPUS_ID:85041402060	A deep architecture for face recognition based on multiple feature extraction techniques	Proceedings of the 2017 IEEE International Conference on Signal and Image Processing Applications, ICSIPA 2017	2017-01-01	3	University of Bridgeport, Bridgeport, United States	University of Bridgeport	United States	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85041402060
https://api.elsevier.com/content/abstract/scopus_id/85020443084	SCOPUS_ID:85020443084	Frequency-based similarity detection of structures in human brain	Progress in Biomedical Optics and Imaging - Proceedings of SPIE	2017-01-01	0	Oakland University, Rochester, United States	Oakland University	United States	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85020443084
https://api.elsevier.com/content/abstract/scopus_id/85032654378	SCOPUS_ID:85032654378	Person Re-identification by Integrating Static Texture and Shape Cues	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	0	Beihang University, Beijing, China	Beihang University	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85032654378
https://api.elsevier.com/content/abstract/scopus_id/85048580203	SCOPUS_ID:85048580203	Combined group and exclusive sparsity for deep neural networks	34th International Conference on Machine Learning, ICML 2017	2017-01-01	7	Ulsan National Institute of Science and Technology, Ulsan, South Korea	Ulsan National Institute of Science and Technology	South Korea	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85048580203
https://api.elsevier.com/content/abstract/scopus_id/85021847321	SCOPUS_ID:85021847321	Human tracking based on context awareness in outdoor environment	KSII Transactions on Internet and Information Systems	2017-01-01	3	Đại học Công nghệ Thành phố Hồ Chí Minh, Ho Chi Minh City, Viet Nam	Đại học Công nghệ Thành phố Hồ Chí Minh	Viet Nam	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85021847321
https://api.elsevier.com/content/abstract/scopus_id/85029409790	SCOPUS_ID:85029409790	A novel BP neural network based system for face detection	Lecture Notes in Electrical Engineering	2017-01-01	2	University of Shanghai for Science and Technology, Shanghai, China	University of Shanghai for Science and Technology	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85029409790
https://api.elsevier.com/content/abstract/scopus_id/85020921211	SCOPUS_ID:85020921211	Exercise recognition using averaged hidden markov models	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	6	Wrocław University of Science and Technology, Wroclaw, Poland	Wrocław University of Science and Technology	Poland	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85020921211
https://api.elsevier.com/content/abstract/scopus_id/85018184749	SCOPUS_ID:85018184749	Pixel distribution-based features for offline Arabic Handwritten word recognition	International Journal of Computational Vision and Robotics	2017-01-01	3	Universiti Teknologi Malaysia, Johor Bahru, Malaysia	Universiti Teknologi Malaysia	Malaysia	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85018184749
https://api.elsevier.com/content/abstract/scopus_id/85018980471	SCOPUS_ID:85018980471	Recognizing actions from different views by topic transfer	KSII Transactions on Internet and Information Systems	2017-01-01	0	Engineering University of CAPF, Xi'an, China	Engineering University of CAPF	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85018980471
https://api.elsevier.com/content/abstract/scopus_id/85037997620	SCOPUS_ID:85037997620	Improved face verification with simple weighted feature combination	Communications in Computer and Information Science	2017-01-01	0	Tongji University, Shanghai, China	Tongji University	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85037997620
https://api.elsevier.com/content/abstract/scopus_id/85028329789	SCOPUS_ID:85028329789	Graspable object classification with multi-loss hierarchical representations	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	0	Harbin Institute of Technology, Harbin, China	Harbin Institute of Technology	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85028329789
https://api.elsevier.com/content/abstract/scopus_id/85021747262	SCOPUS_ID:85021747262	Brain MR Image Classification for Alzheimer's Disease Diagnosis Based on Multifeature Fusion	Computational and Mathematical Methods in Medicine	2017-01-01	24	University of Electronic Science and Technology of China, Chengdu, China	University of Electronic Science and Technology of China	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85021747262
https://api.elsevier.com/content/abstract/scopus_id/85075688592	SCOPUS_ID:85075688592	Mobile phone “work”: Disengaging and engaging mobile phone activities with concurrent activities	The Reconstruction of Space and Time: Mobile Communication Practices	2017-01-01	3	TELECOM Paris, Palaiseau, France	TELECOM Paris	France	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85075688592
https://api.elsevier.com/content/abstract/scopus_id/85020383306	SCOPUS_ID:85020383306	BriefMatch: Dense binary feature matching for real-time optical flow estimation	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	4	Linköpings universitet, Linkoping, Sweden	Linköpings universitet	Sweden	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85020383306
https://api.elsevier.com/content/abstract/scopus_id/85035111980	SCOPUS_ID:85035111980	On-road object detection based on deep residual networks	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	0	South China University of Technology, Guangzhou, China	South China University of Technology	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85035111980
https://api.elsevier.com/content/abstract/scopus_id/85088915523	SCOPUS_ID:85088915523	IO Vision - An integrated system to support the visually impaired	Proceedings of the 28th Australasian Conference on Information Systems, ACIS 2017	2017-01-01	0	Auckland University of Technology, Auckland, New Zealand	Auckland University of Technology	New Zealand	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85088915523
https://api.elsevier.com/content/abstract/scopus_id/85042194260	SCOPUS_ID:85042194260	Deep Convolutional Neural Networks for Classifying Body Constitution Based on Face Image	Computational and Mathematical Methods in Medicine	2017-01-01	11	South China University of Technology, Guangzhou, China	South China University of Technology	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85042194260
https://api.elsevier.com/content/abstract/scopus_id/85015842361	SCOPUS_ID:85015842361	A 3D shape matching &amp; retrieval approach based on fusion of curvature &amp; geometric diffusion features	International Journal of Computer Applications in Technology	2017-01-01	6	Université Bourgogne Franche-Comté, Besancon, France++Université Mohamed Khider, Biskra, Biskra, Algeria	Université Bourgogne Franche-Comté	France	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85015842361
https://api.elsevier.com/content/abstract/scopus_id/85001103499	SCOPUS_ID:85001103499	Recognising complex activities with histograms of relative tracklets	Computer Vision and Image Understanding	2017-01-01	8	University of Dundee, Dundee, United Kingdom	University of Dundee	United Kingdom	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85001103499
https://api.elsevier.com/content/abstract/scopus_id/85029006395	SCOPUS_ID:85029006395	Classifying heart sounds using images of MFCC and temporal features	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	8	Institute for Systems and Computer Engineering, Technology and Science, Porto, Portugal	Institute for Systems and Computer Engineering, Technology and Science	Portugal	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85029006395
https://api.elsevier.com/content/abstract/scopus_id/85042297004	SCOPUS_ID:85042297004	PointNet++: Deep hierarchical feature learning on point sets in a metric space	Advances in Neural Information Processing Systems	2017-01-01	1322	Stanford University, Palo Alto, United States	Stanford University	United States	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85042297004
https://api.elsevier.com/content/abstract/scopus_id/85007364101	SCOPUS_ID:85007364101	The emergence of internet protocol television as next generation broadcast network	Advances in Intelligent Systems and Computing	2017-01-01	0	Gokaraju Rangaraju Institute of Engineering &amp; Technology, Hyderabad, India	Gokaraju Rangaraju Institute of Engineering &amp; Technology	India	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85007364101
https://api.elsevier.com/content/abstract/scopus_id/85021394071	SCOPUS_ID:85021394071	A hybrid security model for virtual machines in cloud environment	International Journal of Autonomous and Adaptive Communications Systems	2017-01-01	1	Fujian Agriculture and Forestry University, Fuzhou, China	Fujian Agriculture and Forestry University	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85021394071
https://api.elsevier.com/content/abstract/scopus_id/85054882649	SCOPUS_ID:85054882649	Pilgrim mementoes from the Holy land: Production, iconography, use and distribution	Actual Problems of Theory and History of Art	2017-01-01	0	-	-	-	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85054882649
https://api.elsevier.com/content/abstract/scopus_id/85088407123	SCOPUS_ID:85088407123	Real-time visual-inertial odometry for event cameras using keyframe-based nonlinear optimization	British Machine Vision Conference 2017, BMVC 2017	2017-01-01	49	University of Zurich, Zurich, Switzerland	University of Zurich	Switzerland	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85088407123
https://api.elsevier.com/content/abstract/scopus_id/85071555943	SCOPUS_ID:85071555943	Deep feature learning network for fault detection and isolation	Proceedings of the Annual Conference of the Prognostics and Health Management Society, PHM	2017-01-01	5	Zürcher Hochschule Winterthur, Winterthur, Switzerland	Zürcher Hochschule Winterthur	Switzerland	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85071555943
https://api.elsevier.com/content/abstract/scopus_id/85013290683	SCOPUS_ID:85013290683	How to combine visual features with tags to improve movie recommendation accuracy?	Lecture Notes in Business Information Processing	2017-01-01	8	Politecnico di Milano, Milan, Italy	Politecnico di Milano	Italy	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85013290683
https://api.elsevier.com/content/abstract/scopus_id/85034266613	SCOPUS_ID:85034266613	Hierarchical attention network with XGBoost for recognizing insufficiently supported argument	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	2017-01-01	2	Bina Nusantara University, Jakarta, Indonesia++Universitas Indonesia, Depok, Indonesia	Bina Nusantara University	Indonesia	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85034266613
https://api.elsevier.com/content/abstract/scopus_id/85032869061	SCOPUS_ID:85032869061	An optimal multi-view ensemble learning for high dimensional data classification using constrained particle swarm optimization	Communications in Computer and Information Science	2017-01-01	2	Jawaharlal Nehru University, New Delhi, India	Jawaharlal Nehru University	India	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85032869061
https://api.elsevier.com/content/abstract/scopus_id/85030858884	SCOPUS_ID:85030858884	Quaking-5 suppresses aggressiveness of lung cancer cells through inhibiting β-catenin signaling pathway	Oncotarget	2017-01-01	17	Tianjin Medical University, Tianjin, China	Tianjin Medical University	China	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85030858884
https://api.elsevier.com/content/abstract/scopus_id/85013112935	SCOPUS_ID:85013112935	Radial velocity data analysis with compressed sensing techniques	Monthly Notices of the Royal Astronomical Society	2017-01-01	13	L'Observatoire de Paris, Paris, France	L'Observatoire de Paris	France	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85013112935
https://api.elsevier.com/content/abstract/scopus_id/85076802367	SCOPUS_ID:85076802367	Flavivirus protease: An antiviral target	Viral Proteases and Their Inhibitors	2017-01-01	0	Indian Institute of Technology Roorkee, Roorkee, India	Indian Institute of Technology Roorkee	India	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85076802367
https://api.elsevier.com/content/abstract/scopus_id/85013655519	SCOPUS_ID:85013655519	Nanocarbons in electrospun polymeric nanomats for tissue engineering: A review	Polymers	2017-01-01	48	Università degli Studi di Palermo, Palermo, Italy	Università degli Studi di Palermo	Italy	0	2017	https://api.elsevier.com/content/abstract/scopus_id/85013655519
https://api.elsevier.com/content/abstract/scopus_id/85011088678	SCOPUS_ID:85011088678	Bullet-Proof Robust Real-Time Ball Tracking	2016 International Conference on Digital Image Computing: Techniques and Applications, DICTA 2016	2016-12-22	0	Universidad Técnica Federico Santa María, Valparaíso, Chile	Universidad Técnica Federico Santa María	Chile	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85011088678
https://api.elsevier.com/content/abstract/scopus_id/84986325534	SCOPUS_ID:84986325534	Detecting Events and Key Actors in Multi-person Videos	Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition	2016-12-09	95	Stanford University, Palo Alto, United States	Stanford University	United States	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84986325534
https://api.elsevier.com/content/abstract/scopus_id/84994454848	SCOPUS_ID:84994454848	Heterogeneous hypergraph embedding for document recommendation	Neurocomputing	2016-12-05	26	State Key Lab of CAD&amp;CG, Zhejiang University, Hangzhou, China	State Key Lab of CAD&amp;CG, Zhejiang University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84994454848
https://api.elsevier.com/content/abstract/scopus_id/85009808398	SCOPUS_ID:85009808398	Real-time human action recognition using individual body part locations and local joints structure	Proceedings - VRCAI 2016: 15th ACM SIGGRAPH Conference on Virtual-Reality Continuum and Its Applications in Industry	2016-12-03	1	China Agricultural University, Beijing, China	China Agricultural University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85009808398
https://api.elsevier.com/content/abstract/scopus_id/85006094526	SCOPUS_ID:85006094526	A New Geometry Enforcing Variational Model for Pan-Sharpening	IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing	2016-12-01	5	Nanjing University of Science and Technology, Nanjing, China	Nanjing University of Science and Technology	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85006094526
https://api.elsevier.com/content/abstract/scopus_id/84994850676	SCOPUS_ID:84994850676	Learning feature fusion strategies for various image types to detect salient objects	Pattern Recognition	2016-12-01	15	Victoria University of Wellington, Wellington, New Zealand	Victoria University of Wellington	New Zealand	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84994850676
https://api.elsevier.com/content/abstract/scopus_id/84994875762	SCOPUS_ID:84994875762	Dictionary learning based on discriminative energy contribution for image classification	Knowledge-Based Systems	2016-12-01	10	Northeastern University, China, Shenyang, China	Northeastern University, China	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84994875762
https://api.elsevier.com/content/abstract/scopus_id/84969999111	SCOPUS_ID:84969999111	Slic-Seg: A minimally interactive segmentation of the placenta from sparse and motion-corrupted fetal MRI in multiple views	Medical Image Analysis	2016-12-01	21	University College London, London, United Kingdom	University College London	United Kingdom	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84969999111
https://api.elsevier.com/content/abstract/scopus_id/84930340839	SCOPUS_ID:84930340839	Facial age estimation by using stacked feature composition and selection	Visual Computer	2016-12-01	18	Guangzhou University, Guangzhou, China++Sun Yat-Sen University, Guangzhou, China	Guangzhou University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84930340839
https://api.elsevier.com/content/abstract/scopus_id/85011310889	SCOPUS_ID:85011310889	Multispectral palmprint recognition based on local binary pattern histogram fourier features and gabor filter	Proceedings of the 2016 6th European Workshop on Visual Information Processing, EUVIP 2016	2016-12-01	6	University of Northumbria, Newcastle, United Kingdom	University of Northumbria	United Kingdom	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85011310889
https://api.elsevier.com/content/abstract/scopus_id/84986214945	SCOPUS_ID:84986214945	Stress Detection in Human–Computer Interaction: Fusion of Pupil Dilation and Facial Temperature Features	International Journal of Human-Computer Interaction	2016-12-01	16	Middle East Technical University (METU), Ankara, Turkey	Middle East Technical University (METU)	Turkey	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84986214945
https://api.elsevier.com/content/abstract/scopus_id/84962129349	SCOPUS_ID:84962129349	Hybrid organic–inorganic silica based particles for latent fingermarks development: A review	Synthetic Metals	2016-12-01	8	Institute of Physical Chemistry of the Polish Academy of Sciences, Warsaw, Poland	Institute of Physical Chemistry of the Polish Academy of Sciences	Poland	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84962129349
https://api.elsevier.com/content/abstract/scopus_id/84996605919	SCOPUS_ID:84996605919	Bioimage classification with subcategory discriminant transform of high dimensional visual descriptors	BMC Bioinformatics	2016-11-16	13	The University of Sydney, Sydney, Australia	The University of Sydney	Australia	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84996605919
https://api.elsevier.com/content/abstract/scopus_id/85006827124	SCOPUS_ID:85006827124	A novel ship detection algorithm based on anomaly detection theory for SAR images	2016 Progress In Electromagnetics Research Symposium, PIERS 2016 - Proceedings	2016-11-03	2	National University of Defense Technology, Changsha, China	National University of Defense Technology	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85006827124
https://api.elsevier.com/content/abstract/scopus_id/85007495834	SCOPUS_ID:85007495834	Fusion detection of ship targets in low resolution multi-spectral images	International Geoscience and Remote Sensing Symposium (IGARSS)	2016-11-01	7	National University of Defense Technology, Changsha, China	National University of Defense Technology	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85007495834
https://api.elsevier.com/content/abstract/scopus_id/85007500611	SCOPUS_ID:85007500611	SAR image classification based on CRFs with object structure priors	International Geoscience and Remote Sensing Symposium (IGARSS)	2016-11-01	0	Shanghai Jiao Tong University, Shanghai, China	Shanghai Jiao Tong University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85007500611
https://api.elsevier.com/content/abstract/scopus_id/85013411861	SCOPUS_ID:85013411861	Multiple representations-based face sketch-photo synthesis	IEEE Transactions on Neural Networks and Learning Systems	2016-11-01	74	Xidian University, Xi'an, China	Xidian University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85013411861
https://api.elsevier.com/content/abstract/scopus_id/84966264874	SCOPUS_ID:84966264874	Multimodal features fusion for gait, gender and shoes recognition	Machine Vision and Applications	2016-11-01	19	Universidad de Malaga, Malaga, Spain	Universidad de Malaga	Spain	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84966264874
https://api.elsevier.com/content/abstract/scopus_id/84976641952	SCOPUS_ID:84976641952	Facial expression recognition in the wild based on multimodal texture features	Journal of Electronic Imaging	2016-11-01	38	Beijing Normal University, Beijing, China	Beijing Normal University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84976641952
https://api.elsevier.com/content/abstract/scopus_id/84969518376	SCOPUS_ID:84969518376	Cross-view action recognition by cross-domain learning	Image and Vision Computing	2016-11-01	18	Tianjin University, Tianjin, China	Tianjin University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84969518376
https://api.elsevier.com/content/abstract/scopus_id/84966711329	SCOPUS_ID:84966711329	Optimal sequential fusion for multibiometric cryptosystems	Information Fusion	2016-11-01	14	National Institute of Advanced Industrial Science and Technology, Tokyo, Japan	National Institute of Advanced Industrial Science and Technology	Japan	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84966711329
https://api.elsevier.com/content/abstract/scopus_id/84995618086	SCOPUS_ID:84995618086	A large-scale analysis of alternative splicing reveals a key role of QKI in lung cancer	Molecular Oncology	2016-11-01	34	Universidad de Navarra, Pamplona, Spain++Centro de Investigacion Medica Aplicada, Pamplona, Spain	Universidad de Navarra	Spain	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84995618086
https://api.elsevier.com/content/abstract/scopus_id/85007273696	SCOPUS_ID:85007273696	Image segmentation based on Prototypes Extraction and Merging of clusters in multiple spaces	Proceedings of the International Joint Conference on Neural Networks	2016-10-31	0	Nanjing University, Nanjing, China	Nanjing University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85007273696
https://api.elsevier.com/content/abstract/scopus_id/85007170689	SCOPUS_ID:85007170689	Image registration with artificial neural networks using spatial and frequency features	Proceedings of the International Joint Conference on Neural Networks	2016-10-31	0	Cal Poly San Luis Obispo, San Luis Obispo, United States	Cal Poly San Luis Obispo	United States	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85007170689
https://api.elsevier.com/content/abstract/scopus_id/85016573333	SCOPUS_ID:85016573333	Video emotion recognition in the wild based on fusion of multimodal features	ICMI 2016 - Proceedings of the 18th ACM International Conference on Multimodal Interaction	2016-10-31	9	Renmin University of China, Beijing, China	Renmin University of China	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85016573333
https://api.elsevier.com/content/abstract/scopus_id/85007238067	SCOPUS_ID:85007238067	Filterbank learning for deep neural network based polyphonic sound event detection	Proceedings of the International Joint Conference on Neural Networks	2016-10-31	18	Tampere University of Technology, Tampere, Finland	Tampere University of Technology	Finland	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85007238067
https://api.elsevier.com/content/abstract/scopus_id/84960937289	SCOPUS_ID:84960937289	Iris liveness detection using regional features	Pattern Recognition Letters	2016-10-15	29	University of Kent, Canterbury, United Kingdom	University of Kent	United Kingdom	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84960937289
https://api.elsevier.com/content/abstract/scopus_id/85006801909	SCOPUS_ID:85006801909	Infrared target tracking using multi-feature joint sparse representation	Proceedings of the 2016 Research in Adaptive and Convergent Systems, RACS 2016	2016-10-11	4	Suwon University, Hwaseong, South Korea	Suwon University	South Korea	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85006801909
https://api.elsevier.com/content/abstract/scopus_id/84991329851	SCOPUS_ID:84991329851	Multienvironment evaluation of Pinus pinaster provenances: Evidence of genetic trade-offs between adaptation to optimal conditions and resistance to the maritime pine bast scale (Matsucoccus feytaudi)	Forest Science	2016-10-07	8	CREA-Consiglio per la Ricerca in Agricoltura e l'Analisi dell'Economia Agrari, Rome, Italy	CREA-Consiglio per la Ricerca in Agricoltura e l'Analisi dell'Economia Agrari	Italy	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84991329851
https://api.elsevier.com/content/abstract/scopus_id/84991408418	SCOPUS_ID:84991408418	Change detection based on segmentation and matched features points for UAV images	Wuhan Daxue Xuebao (Xinxi Kexue Ban)/Geomatics and Information Science of Wuhan University	2016-10-01	2	Wuhan University, Wuhan, China++National Administration of Surveying, Wuhan, China	Wuhan University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84991408418
https://api.elsevier.com/content/abstract/scopus_id/84973443251	SCOPUS_ID:84973443251	Cooperative data fusion of transmission and surface scan for improving limited-angle computed tomography reconstruction	NDT and E International	2016-10-01	3	ETH Zürich, Zurich ZH,, Switzerland++Empa - Swiss Federal Laboratories for Materials Science and Technology, Dübendorf, Switzerland	ETH Zürich	Switzerland	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84973443251
https://api.elsevier.com/content/abstract/scopus_id/84979523825	SCOPUS_ID:84979523825	Structure-aware image inpainting using patch scale optimization	Journal of Visual Communication and Image Representation	2016-10-01	19	East China University of Science and Technology, Shanghai, China	East China University of Science and Technology	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84979523825
https://api.elsevier.com/content/abstract/scopus_id/84982677736	SCOPUS_ID:84982677736	Image fusion based on visual salient features and the cross-contrast	Journal of Visual Communication and Image Representation	2016-10-01	11	Chengdu University of Information Technology, Chengdu, China	Chengdu University of Information Technology	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84982677736
https://api.elsevier.com/content/abstract/scopus_id/85017545894	SCOPUS_ID:85017545894	GTCLC: Leaf classification method using multiple descriptors	IET Computer Vision	2016-10-01	12	European University of Lefke, Mersin, Turkey	European University of Lefke	Turkey	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85017545894
https://api.elsevier.com/content/abstract/scopus_id/84978264354	SCOPUS_ID:84978264354	Multidomain Subspace Classification for Hyperspectral Images	IEEE Transactions on Geoscience and Remote Sensing	2016-10-01	12	Wuhan University, Wuhan, China	Wuhan University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84978264354
https://api.elsevier.com/content/abstract/scopus_id/85008721433	SCOPUS_ID:85008721433	Extracting pure endmembers using symmetric sparse representation for hyperspectral imagery	Journal of Applied Remote Sensing	2016-10-01	2	Ningbo University, Ningbo, China	Ningbo University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/85008721433
https://api.elsevier.com/content/abstract/scopus_id/84991633850	SCOPUS_ID:84991633850	Identification of a specific person using color, height, and gait features for a person following robot	Robotics and Autonomous Systems	2016-10-01	34	Toyohashi University of Technology, Toyohashi, Japan	Toyohashi University of Technology	Japan	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84991633850
https://api.elsevier.com/content/abstract/scopus_id/84994008581	SCOPUS_ID:84994008581	Features selection, data mining and finacial risk classification: a comparative study	Intelligent Systems in Accounting, Finance and Management	2016-10-01	12	ESCA School of Management, Casablanca, Morocco	ESCA School of Management	Morocco	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84994008581
https://api.elsevier.com/content/abstract/scopus_id/84994162523	SCOPUS_ID:84994162523	Tracking approach based on online multiple instance learning with weight distribution and multiple feature representation	Beijing Hangkong Hangtian Daxue Xuebao/Journal of Beijing University of Aeronautics and Astronautics	2016-10-01	0	Northwestern Polytechnical University, Xi'an, China	Northwestern Polytechnical University	China	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84994162523
https://api.elsevier.com/content/abstract/scopus_id/84995387423	SCOPUS_ID:84995387423	Sparse Partially Linear Additive Models	Journal of Computational and Graphical Statistics	2016-10-01	21	Cornell University, Ithaca, United States	Cornell University	United States	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84995387423
https://api.elsevier.com/content/abstract/scopus_id/84973174930	SCOPUS_ID:84973174930	Comparing support vector regression for PV power forecasting to a physical modeling approach using measurement, numerical weather prediction, and cloud motion data	Solar Energy	2016-10-01	72	Universität Oldenburg, Oldenburg, Germany	Universität Oldenburg	Germany	0	2016	https://api.elsevier.com/content/abstract/scopus_id/84973174930
